院校名称,招生代码,招生专业,招生批次,招生人数,学费,年制
中山大学,76,数学类(珠海)(含数学与应用数学、信息与计算科学),理科本一批,5,6850,4
中山大学,77,物理学类(珠海)(含物理学、天文学),理科本一批,5,6850,4
中山大学,78,核工程类(中外合作办学)(含核工程与核技术),理科本一批,2,6850,4
中山大学,79,大气科学类(含大气科学、应用气象学),理科本一批,3,6850,4
中山大学,80,化学工程与工艺,理科本一批,3,6850,4
中山大学,81,土木类(含土木工程、水文与水资源工程),理科本一批,3,6850,4
中山大学,82,微电子科学与工程,理科本一批,3,6850,4
中山大学,83,地理信息科学,理科本一批,2,6850,4
中山大学,84,临床医学(深圳),理科本一批,8,7660,5
中山大学,85,材料类(深圳)(含材料物理、材料化学),理科本一批,1,6850,4
中山大学,86,生物医学工程,理科本一批,2,6850,4
中山大学,87,电子信息类(深圳)(含电子信息科学与技术、通信工程),理科本一批,5,6850,4
中山大学,88,计算机类(深圳)(含智能科学与技术、交通工程),理科本一批,3,6850,4
中山大学,89,航空航天类(含航空航天工程、理论与应用力学),理科本一批,2,6850,4
中山大学,90,生物科学,理科本一批,2,6850,4
吉林大学,05,汉语言文学,文科本一批,2,4180,4
吉林大学,06,哲学,文科本一批,2,4180,4
吉林大学,07,社会学类(含社会学、社会工作、劳动与社会保障),文科本一批,2,4180,4
吉林大学,08,考古学(按类招生，含考古学、文物与博物馆学),文科本一批,2,4180,4
吉林大学,09,日语(零起点培养),文科本一批,3,5390,4
吉林大学,10,外交学(宜英语语种考生就读),文科本一批,2,4180,4
吉林大学,11,法学,文科本一批,2,4950,4
吉林大学,12,政治学与行政学(按类招生，含政治学与行政学、国际政治、行政管理),文科本一批,4,4180,4
吉林大学,13,经济学类(含经济学、财政学、国际经济与贸易、金融学；经济学院),文科本一批,4,4950,4
吉林大学,15,经济学类(含经济学、财政学、国际经济与贸易、金融学；经济学院),理科本一批,5,4950,4
吉林大学,16,会计学(按类招生，含会计学、财务管理、信用管理、经济学；商学院),理科本一批,3,4950,4
吉林大学,17,数学类(含数学与应用数学、信息与计算科学、金融数学、统计学),理科本一批,4,4580,4
吉林大学,18,工商管理类(含会计学、工商管理、市场营销、人力资源管理；管理学院),理科本一批,6,4790,4
吉林大学,19,生物科学类(含生物科学、生物技术),理科本一批,2,4390,4
吉林大学,20,机械类(含机械工程、工业工程、工程力学、智能制造工程),理科本一批,10,待定,4
吉林大学,21,物理学类(含物理学、核物理、光电信息科学与工程、应用物理学),理科本一批,6,4350,4
吉林大学,22,化学类(含化学、应用化学、材料化学、高分子材料与工程、化学工程与工艺),理科本一批,4,4180,4
吉林大学,23,工业设计(车身工程方向),理科本一批,3,4620,4
吉林大学,24,车辆工程,理科本一批,6,4620,4
吉林大学,25,材料类(含材料科学与工程、无机非金属材料工程、材料成型及控制工程),理科本一批,4,4180,4
吉林大学,26,交通运输类(含交通运输、交通工程、汽车服务工程、道路桥梁与渡河工程、物流工程),理科本一批,10,4280,4
吉林大学,27,通信工程(按类招生，含通信工程、信息工程、空间信息与数字技术),理科本一批,15,待定,4
吉林大学,28,电子信息类(含电子信息工程、电子科学与技术、微电子科学与工程、电子信息科学与技术、生物医学工程),理科本一批,10,4920,4
吉林大学,29,仪器类(含测控技术与仪器、电气工程及其自动化),理科本一批,14,5170,4
吉林大学,30,仿生科学与工程,理科本一批,3,待定,4
吉林大学,31,计算机类(含计算机科学与技术、物联网工程、网络空间安全；宜英语语种考生就读),理科本一批,10,待定,4
吉林大学,32,软件工程(宜英语语种考生就读；招有专业志愿考生；三、四年级学费共28000元),理科本一批,7,4700,4
吉林大学,33,自动化,理科本一批,8,5170,4
吉林大学,34,勘查技术与工程(按类招生，含勘查技术与工程、地理信息科学、地球物理学、测绘工程),理科本一批,9,4180,4
吉林大学,35,预防医学,理科本一批,6,5500,5
吉林大学,36,水利类(含水文与水资源工程、地下水科学与工程),理科本一批,5,4180,4
吉林大学,37,农林经济管理,理科本一批,2,4620,4
吉林大学(中外合作),38,物理学(中外合作办学)(招有专业志愿考生；第一至三学年在国内培养，学费4万元/年(待审批)，第四学年到俄罗斯托姆斯克理工大学学习，学费4.8万元/生(由俄方收取)),理科本一批,5,48000,4
吉林大学(艺术类专业其它),04,戏剧与影视学类(学费暂定；含播音与主持艺术、广播电视编导；招有专业志愿考生，艺术类专业，授予艺术学学士学位),文科本一批,2,12000,4
华中科技大学,38,新闻传播学类(含新闻学、广播电视学、广告学),文科本一批,4,4500,4
华中科技大学,39,中国语言文学类(含汉语言文学、汉语国际教育),文科本一批,4,待定,4
华中科技大学,40,社会学类(含社会学、社会工作),文科本一批,2,4500,4
华中科技大学,43,工商管理类(含工商管理、市场营销、会计学(注册会计师)、财政学(税务)、财务管理),文科本一批,2,待定,4
华中科技大学,44,建筑类(含建筑学、城乡规划、风景园林),文科本一批,3,待定,5
华中科技大学,45,法学,文科本一批,2,4500,4
华中科技大学,46,翻译,文科本一批,2,4500,4
华中科技大学,47,公共管理类(含公共事业管理、行政管理),文科本一批,4,4500,4
华中科技大学,48,日语,文科本一批,2,4500,4
华中科技大学,49,公共事业管理(卫生事业管理),文科本一批,2,4500,4
华中科技大学,50,法语,文科本一批,2,4500,4
华中科技大学,B0,建筑类(含建筑学、城乡规划、风景园林),理科本一批,2,待定,5
华中科技大学,B1,工商管理类(含工商管理、市场营销、会计学(注册会计师)、财政学(税务)、财务管理),理科本一批,2,待定,4
华中科技大学,B2,数学类(含数学与应用数学、信息与计算科学、统计学),理科本一批,4,4500,4
华中科技大学,B3,机械类(含机械设计制造及其自动化、工业工程、测控技术与仪器(精密类仪器)),理科本一批,13,5850,4
华中科技大学,B4,物理学类(含物理学、应用物理学),理科本一批,2,4500,4
华中科技大学,B5,化学类(含化学、应用化学),理科本一批,4,4500,4
华中科技大学,B6,材料类(含材料科学与工程、材料成型及控制工程、功能材料、电子封装技术),理科本一批,8,待定,4
华中科技大学,B7,海洋工程类(含船舶与海洋工程、轮机工程),理科本一批,7,5850,4
华中科技大学,B8,电气工程及其自动化,理科本一批,11,5850,4
华中科技大学,B9,生物科学类(含生物科学(登峰计划班)、生物技术、生物制药、生物科学(国家理科培养基地)),理科本一批,4,5850,4
华中科技大学,C0,能源动力类(含能源与动力工程、新能源科学与工程、核工程与核技术),理科本一批,8,5850,4
华中科技大学,C1,自动化类(含自动化、测控技术与仪器、物流管理(物流系统工程)),理科本一批,6,待定,4
华中科技大学,C2,软件工程(三、四年级学费16000元/年),理科本一批,6,5850,4
华中科技大学,C3,计算机类(含计算机科学与技术、物联网工程),理科本一批,8,5850,4
华中科技大学,C4,电子信息类(含电子信息工程、通信工程、电磁场与无线技术),理科本一批,4,待定,4
华中科技大学,C5,生物医学工程类(含生物医学工程、生物信息学、生物信息学(基地班)),理科本一批,6,5850,4
华中科技大学,C6,电子信息类(含光电信息科学与工程、集成电路设计与集成系统、电子科学与技术、微电子科学与工程),理科本一批,21,5850,4
华中科技大学,C7,环境科学与工程类(含环境工程、给排水科学与工程、建筑环境与能源应用工程),理科本一批,5,待定,4
华中科技大学,C8,土木类(含土木工程、交通工程、工程管理、工程力学),理科本一批,9,4500,4
华中科技大学,C9,生物医学工程(工医理交叉国际化实验班),理科本一批,3,5850,4
华中科技大学,D0,管理科学与工程类(含信息管理与信息系统、物流管理),理科本一批,2,待定,4
华中科技大学,D1,金融学类(含金融学、金融工程),理科本一批,2,待定,4
华中科技大学,D2,经济学类(含经济学(实验班)、经济统计学、国际经济与贸易),理科本一批,2,待定,4
华中科技大学,D3,临床医学,理科本一批,6,5850,5
华中科技大学,D4,临床医学(本硕博贯通培养),理科本一批,3,5850,8
华中科技大学,D5,儿科学,理科本一批,3,待定,5
华中科技大学,D6,医学检验技术,理科本一批,3,4500,4
华中科技大学,D7,预防医学,理科本一批,3,5850,5
华中科技大学,D8,物理学(基础学科拔尖人才培养实验班),理科本一批,2,4500,4
华中科技大学,D9,机械设计制造及其自动化(机械卓越计划实验班),理科本一批,2,5850,4
华中科技大学,E0,物理学(严济慈物理学英才班),理科本一批,2,4500,4
华中科技大学,E1,电气工程及其自动化(电气卓越计划实验班),理科本一批,2,5850,4
华中科技大学,E2,集成电路设计与集成系统(集成电路卓越计划实验班),理科本一批,2,5850,4
华中科技大学,E3,光电信息科学与工程(王大珩光电创新实验班),理科本一批,2,5850,4
华中科技大学,E4,光电信息科学与工程(光电卓越计划实验班),理科本一批,2,5850,4
华中科技大学,E5,经济学(创新实验班),理科本一批,2,4500,4
华中科技大学,F5,计算机类(含网络空间安全、信息安全；“2+2”培养模式；一、二年级主校区，三、四年级东西湖区；国家网络安全人才培养与创新基地),理科本一批,3,待定,4
